Farmer ID,Farmer Name,Location,GPS Coordinates,Date of Registration,Farming Method,Irrigation Method,Training Received,Mango Trees (0–3 yrs),Mango Trees (3–5 yrs),Mango Trees (5+ yrs),Hass Trees (0–3 yrs),Hass Trees (3–5 yrs),Hass Trees (5+ yrs),Fuerte Trees (0–3 yrs),Fuerte Trees (3–5 yrs),Fuerte Trees (5+ yrs),Pixie Trees (0–3 yrs),Pixie Trees (3–5 yrs),Pixie Trees (5+ yrs),Mango Season 1,Mango Season 2,Mango Season 3,Hass Season 1,Hass Season 2,Hass Season 3,Fuerte Season 1,Fuerte Season 2,Fuerte Season 3,Pixie Season 1,Pixie Season 2,Pixie Season 3,Total Trees
F011,Jennifer Gonzalez,Taita-Taveta Ward 3,"-1.96666, 36.706302",2024-05-29,Conventional,Irrigated,Yes,39,75,0,36,0,0,14,46,22,0,0,0,375,825,1050,0,0,0,828,1260,1218,0,0,0,232
F012,Mary Alexander,Taita-Taveta Ward 6,"-0.587536, 36.89232",2024-04-17,Organic,Rain-fed,Yes,7,14,19,36,22,23,35,0,13,0,0,0,624,876,667,1095,861,1275,390,559,572,0,0,0,169
F013,Richard Hernandez,Taita-Taveta Ward 7,"-0.00396, 37.287035",2024-02-03,Organic,Rain-fed,No,26,21,80,3,0,49,0,24,35,0,0,0,3768,2147,2345,2254,2352,2352,1898,1161,1515,0,0,0,238
F014,Joshua Jacobs,Taita-Taveta Ward 8,"3.629789, 39.364391",2023-01-26,Organic,Irrigated,No,36,2,22,0,23,10,28,2,4,0,0,0,1074,1038,934,507,551,458,130,110,176,0,0,0,127
F015,Robert Flynn,Taita-Taveta Ward 2,"3.486543, 38.129306",2025-05-11,Organic,Irrigated,Yes,0,37,17,13,0,0,21,35,29,0,16,19,744,849,1124,0,0,0,1911,1522,1417,856,908,575,187
F016,Kathleen Rios,Taita-Taveta Ward 12,"0.069551, 38.723159",2021-07-04,Conventional,Rain-fed,Yes,54,35,34,8,11,3,0,46,17,0,0,0,1946,1639,1163,163,203,236,1091,1351,1087,0,0,0,208
F017,Gina Schaefer,Taita-Taveta Ward 5,"-1.528993, 35.520063",2024-07-18,Organic,Irrigated,Yes,13,19,13,0,25,0,8,11,0,9,7,1,465,731,567,250,150,250,154,143,99,147,70,121,106
F018,Courtney Romero,Taita-Taveta Ward 4,"-2.853351, 37.033531",2020-07-09,Organic,Irrigated,Yes,16,37,47,10,14,0,11,3,2,0,0,0,2354,1310,1726,210,126,126,79,109,103,0,0,0,140
F019,Andrew Mercado,Taita-Taveta Ward 8,"0.782165, 36.978647",2025-06-19,Organic,Rain-fed,Yes,58,60,0,24,23,7,0,0,0,0,0,0,420,720,480,607,412,581,0,0,0,0,0,0,172
F020,Nicole Smith,Taita-Taveta Ward 3,"1.805563, 40.784699",2021-08-30,Organic,Irrigated,No,34,79,62,28,39,0,0,0,0,0,0,0,3738,2870,2351,234,234,507,0,0,0,0,0,0,242
F021,John Brown,Taita-Taveta Ward 9,"-1.178175, 38.088977",2025-04-02,Conventional,Rain-fed,No,11,38,24,0,0,24,8,30,26,0,0,0,694,1236,1268,960,648,600,1200,726,1308,0,0,0,161
F022,Maria King,Taita-Taveta Ward 10,"0.800686, 41.501724",2025-03-10,Organic,Irrigated,Yes,0,13,32,1,24,30,12,6,38,0,3,0,1583,904,1571,1380,1632,1236,1762,1828,1072,33,33,30,159
F023,Hannah Cruz,Taita-Taveta Ward 1,"-2.712861, 37.989733",2023-05-04,Organic,Irrigated,Yes,24,0,39,19,0,0,27,12,28,3,0,16,1092,1209,1092,0,0,0,1048,1328,756,768,608,496,168
F024,Debra Skinner,Taita-Taveta Ward 7,"-2.430475, 41.446809",2022-02-13,Organic,Rain-fed,No,6,10,30,5,0,2,0,10,34,0,0,0,1310,1610,1150,54,98,62,790,1494,1612,0,0,0,97
F025,David Miller,Taita-Taveta Ward 3,"1.509563, 36.965414",2025-12-06,Organic,Irrigated,No,10,14,1,4,24,16,37,6,34,0,0,0,184,223,178,736,904,872,1540,758,972,0,0,0,146
F026,Kristen Pierce MD,Taita-Taveta Ward 10,"2.206422, 41.644767",2020-01-27,Organic,Irrigated,No,24,27,9,0,37,26,4,0,22,0,0,0,396,540,387,1443,1429,879,660,880,990,0,0,0,149
F027,Ashley Rojas,Taita-Taveta Ward 10,"0.081683, 34.724627",2020-08-03,Conventional,Rain-fed,Yes,24,6,6,4,0,0,11,4,10,0,0,0,192,222,210,0,0,0,320,256,470,0,0,0,65
F028,Matthew Padilla,Taita-Taveta Ward 1,"-0.699745, 37.187666",2020-02-07,Organic,Rain-fed,Yes,40,43,0,22,26,34,0,25,9,7,0,0,387,602,258,1482,1518,1798,509,413,657,0,0,0,206
F029,Jack Brown,Taita-Taveta Ward 3,"-3.408271, 39.682463",2025-06-23,Conventional,Rain-fed,No,33,4,22,19,0,0,0,15,11,0,0,0,842,708,672,0,0,0,483,396,667,0,0,0,104
F030,Samantha Smith,Taita-Taveta Ward 8,"1.675709, 35.354437",2023-11-30,Organic,Irrigated,Yes,2,17,15,9,12,15,0,0,2,2,1,12,560,793,840,465,510,807,40,86,44,336,454,483,87
F031,Tina Franklin,Taita-Taveta Ward 11,"-2.854953, 34.734252",2021-01-25,Conventional,Irrigated,No,20,11,28,0,8,0,9,6,0,10,0,0,1169,938,888,40,96,40,90,72,48,0,0,0,92
F032,Justin Cordova,Taita-Taveta Ward 11,"1.828877, 38.178418",2024-07-13,Organic,Irrigated,Yes,14,62,22,14,9,0,0,23,0,16,0,0,1086,1314,1580,54,72,108,161,299,276,0,0,0,160
F033,Eric Alexander,Taita-Taveta Ward 3,"-2.24979, 36.516547",2020-06-20,Conventional,Irrigated,No,23,12,17,12,0,0,5,0,6,3,0,2,929,718,946,0,0,0,174,150,282,74,54,92,80
F034,Brandy Hill,Taita-Taveta Ward 8,"-4.409526, 39.500994",2023-12-15,Organic,Rain-fed,Yes,0,22,56,6,0,29,0,3,42,3,11,33,2604,1654,2238,1450,1044,1131,1830,1008,921,968,1375,1815,205
F035,Danny Miller,Taita-Taveta Ward 8,"0.167979, 34.34772",2021-07-12,Organic,Irrigated,Yes,2,26,28,3,0,2,0,11,0,0,0,0,1484,1444,956,66,92,76,154,132,88,0,0,0,72
F036,Alexandria Russo,Taita-Taveta Ward 10,"-1.744546, 40.056327",2023-05-14,Conventional,Rain-fed,No,0,64,0,17,0,6,33,23,19,0,0,0,512,512,512,162,120,282,1016,873,907,0,0,0,162
F037,Renee Hawkins,Taita-Taveta Ward 2,"0.087147, 40.428958",2023-11-06,Organic,Irrigated,No,13,44,37,0,0,13,0,19,13,0,9,0,2281,1596,1818,637,416,611,641,839,666,90,99,108,148
F038,Michelle Avila,Taita-Taveta Ward 9,"4.312731, 40.087952",2025-06-02,Conventional,Irrigated,Yes,10,19,0,5,10,6,15,9,0,0,5,0,209,190,247,186,206,372,108,126,81,25,60,45,79
F039,Lisa Sanford,Taita-Taveta Ward 12,"-1.589414, 41.459546",2025-09-10,Conventional,Irrigated,Yes,0,37,41,5,0,12,16,4,13,0,0,0,1538,1731,1502,264,480,552,511,698,658,0,0,0,128
F040,David Griffin,Taita-Taveta Ward 2,"-4.323787, 41.728827",2022-06-13,Conventional,Irrigated,No,21,0,0,13,0,5,31,26,31,6,20,23,0,0,0,220,135,135,895,1169,1743,921,1123,1034,176
F041,David Arroyo,Taita-Taveta Ward 12,"-0.906366, 34.689708",2021-09-06,Conventional,Rain-fed,Yes,0,55,2,18,25,12,12,0,33,0,0,0,889,877,759,779,768,415,726,858,759,0,0,0,157
F042,Danny Jensen,Taita-Taveta Ward 11,"-3.061665, 37.994972",2020-01-01,Organic,Irrigated,No,21,38,49,2,0,53,33,0,0,50,0,0,2460,2035,2492,2332,2332,2544,0,0,0,0,0,0,246
F043,Kyle Alvarez,Taita-Taveta Ward 6,"1.03025, 41.646407",2023-09-09,Conventional,Rain-fed,Yes,24,14,10,14,13,27,3,15,34,0,0,4,638,640,544,843,712,632,1313,1193,1861,84,96,160,158
F044,Luis Davis,Taita-Taveta Ward 11,"3.324277, 38.059248",2020-03-25,Organic,Rain-fed,Yes,11,8,3,16,0,22,9,3,5,0,0,0,178,154,195,462,726,594,260,164,250,0,0,0,77
F045,Linda Barton,Taita-Taveta Ward 5,"1.085271, 41.653069",2023-12-28,Organic,Irrigated,Yes,16,24,6,0,0,0,11,0,0,0,0,8,432,414,240,0,0,0,0,0,0,232,240,264,65
F046,Cheryl Henderson,Taita-Taveta Ward 9,"-1.752667, 38.394104",2024-06-16,Organic,Irrigated,Yes,6,45,53,24,13,0,0,8,18,0,0,0,2231,2750,2488,117,104,91,606,930,652,0,0,0,167
F047,Christopher Mccoy,Taita-Taveta Ward 9,"-3.243496, 36.932331",2020-12-17,Conventional,Rain-fed,Yes,17,0,21,32,7,0,13,24,14,0,0,0,882,504,504,42,70,63,748,556,512,0,0,0,128
F048,Mrs. Danielle Hammond,Taita-Taveta Ward 2,"-1.809003, 38.395767",2025-12-16,Conventional,Irrigated,No,23,0,0,44,8,3,30,67,48,0,0,0,0,0,0,162,233,200,2042,3022,2322,0,0,0,223
F049,Bill Richmond,Taita-Taveta Ward 12,"-1.96822, 37.581926",2023-03-08,Conventional,Irrigated,Yes,0,7,0,2,5,0,12,16,10,0,0,7,105,91,35,40,30,65,382,566,478,147,189,175,59
F050,Amy Johnson,Taita-Taveta Ward 10,"-2.164366, 34.576686",2020-09-18,Conventional,Rain-fed,No,0,30,55,0,0,0,2,13,38,14,0,0,2525,2690,2980,0,0,0,1687,1726,1207,0,0,0,152
F051,James Mills,Taita-Taveta Ward 6,"-1.25931, 35.11702",2024-08-16,Organic,Rain-fed,No,50,0,48,23,4,37,8,0,0,9,9,4,2160,2112,1920,903,858,1236,0,0,0,251,200,134,192
F052,James Willis,Taita-Taveta Ward 4,"3.788098, 35.032998",2021-06-26,Conventional,Rain-fed,Yes,4,42,20,17,22,27,23,0,0,0,3,0,1250,1020,1188,1140,1072,1337,0,0,0,42,27,45,158
F053,Edward Stone,Taita-Taveta Ward 8,"-3.145196, 40.507516",2021-09-09,Organic,Rain-fed,Yes,46,32,18,0,24,0,26,23,0,0,0,0,802,1226,1058,264,312,336,322,230,184,0,0,0,169
F054,Caitlin Ray,Taita-Taveta Ward 12,"1.805489, 34.282978",2022-01-17,Conventional,Rain-fed,Yes,24,22,9,25,0,20,0,25,0,0,0,11,565,536,587,700,540,800,125,350,125,407,385,506,136
F055,Evelyn Lewis,Taita-Taveta Ward 7,"-1.540073, 41.215942",2020-02-13,Conventional,Irrigated,No,8,21,0,10,24,23,14,12,10,0,0,0,252,105,168,1207,603,722,272,378,600,0,0,0,122
F056,Edgar Gilmore,Taita-Taveta Ward 5,"-0.503652, 38.37295",2021-09-15,Conventional,Rain-fed,Yes,7,34,73,0,11,20,0,18,16,0,23,0,3873,3552,3654,654,759,630,606,878,444,345,207,345,202
F057,Raymond Byrd,Taita-Taveta Ward 3,"3.437805, 36.700764",2023-12-16,Organic,Rain-fed,Yes,4,49,0,0,19,0,33,0,42,3,20,29,343,245,490,228,133,95,1428,1512,1428,1405,1097,1603,199
F058,Shannon Guzman,Taita-Taveta Ward 10,"0.275914, 40.75468",2025-11-13,Conventional,Irrigated,No,0,53,0,29,0,42,28,22,21,0,0,0,318,424,636,1134,1722,2016,892,1166,746,0,0,0,195
F059,Sherry Rich,Taita-Taveta Ward 4,"3.964053, 40.987514",2023-05-03,Organic,Irrigated,No,44,26,17,0,2,12,0,0,0,11,0,4,1189,1060,1070,454,382,298,0,0,0,160,96,196,116
F060,Patrick Turner,Taita-Taveta Ward 7,"-3.668046, 36.369306",2021-12-31,Conventional,Irrigated,No,46,69,0,0,15,3,20,0,45,0,0,0,552,621,621,237,264,297,1395,1665,1890,0,0,0,198
F061,David Gonzales,Taita-Taveta Ward 11,"-3.395833, 41.742814",2025-11-20,Organic,Rain-fed,Yes,0,20,25,0,12,0,6,0,14,8,0,0,810,1405,1000,120,156,156,308,672,294,0,0,0,85
F062,Kathryn Miller,Taita-Taveta Ward 5,"2.581739, 39.827565",2020-01-06,Organic,Rain-fed,No,11,17,21,14,0,2,8,0,0,0,9,12,1036,1048,607,72,64,74,0,0,0,606,615,654,94
F063,Matthew Moss,Taita-Taveta Ward 11,"-3.362866, 40.187464",2025-09-12,Conventional,Irrigated,Yes,18,25,0,9,0,0,7,8,0,0,0,3,325,275,150,0,0,0,120,88,96,138,66,117,70
F064,David Cohen,Taita-Taveta Ward 2,"0.079377, 41.133779",2025-01-11,Conventional,Irrigated,No,0,25,3,0,0,5,17,4,0,15,4,5,252,401,310,150,205,230,20,24,28,252,223,243,78
F065,Mary Booth,Taita-Taveta Ward 10,"3.047447, 39.256218",2022-04-19,Organic,Rain-fed,Yes,16,10,18,12,10,6,1,0,8,0,0,0,852,634,626,400,360,362,208,216,280,0,0,0,81
F066,Gwendolyn Green,Taita-Taveta Ward 6,"4.472628, 35.171308",2025-09-07,Conventional,Irrigated,Yes,17,29,0,0,0,0,43,0,41,24,19,0,145,319,435,0,0,0,1435,1025,1148,114,190,209,173
F067,James Brock,Taita-Taveta Ward 2,"2.369397, 34.478176",2023-05-31,Organic,Rain-fed,No,5,17,1,24,12,16,39,7,7,12,21,0,262,171,177,924,860,872,266,238,280,273,126,315,161
F068,Michael Smith,Taita-Taveta Ward 12,"-1.37148, 40.246342",2022-08-21,Conventional,Irrigated,No,24,0,47,0,21,16,0,2,1,0,0,0,1457,1316,1880,845,569,873,42,43,38,0,0,0,111
F069,Jonathan Williams,Taita-Taveta Ward 12,"1.408939, 41.629071",2021-11-26,Conventional,Irrigated,No,4,0,8,0,1,14,15,3,8,5,4,5,184,384,160,286,389,429,211,271,292,270,278,235,67
F070,Anthony Vaughn,Taita-Taveta Ward 8,"-3.833148, 40.526655",2020-01-26,Conventional,Irrigated,Yes,39,55,0,7,34,0,0,28,0,0,0,0,715,440,825,340,170,204,364,224,280,0,0,0,163
F071,John Ramirez,Taita-Taveta Ward 9,"1.886941, 40.118101",2025-07-14,Conventional,Irrigated,No,31,49,0,9,0,5,20,0,24,0,0,0,343,588,294,190,235,140,648,816,1200,0,0,0,138
F072,Amber Gutierrez,Taita-Taveta Ward 8,"-2.083079, 34.783477",2021-09-17,Conventional,Irrigated,No,19,18,15,8,3,0,1,0,0,0,0,0,810,813,786,42,45,27,0,0,0,0,0,0,64
F073,John Lopez,Taita-Taveta Ward 5,"0.990551, 41.777228",2022-09-29,Organic,Irrigated,Yes,0,69,88,0,29,9,0,14,30,0,10,1,3525,3468,3701,777,370,615,1358,860,1294,192,188,166,250
F074,Brian Luna,Taita-Taveta Ward 12,"0.681563, 41.021117",2024-03-26,Conventional,Rain-fed,No,57,16,2,47,0,5,1,11,24,0,5,29,272,264,166,135,215,235,1149,854,826,1061,1351,1113,197
F075,Anthony Jones,Taita-Taveta Ward 11,"3.070234, 41.050255",2022-09-30,Organic,Rain-fed,No,18,6,42,0,9,22,19,19,0,0,0,0,1884,2130,1488,685,688,1154,247,209,114,0,0,0,135
F076,Paul Ruiz,Taita-Taveta Ward 2,"-1.566775, 34.415426",2023-10-01,Organic,Rain-fed,No,36,20,33,44,1,40,1,52,0,0,0,0,986,1552,1850,807,929,1891,260,468,468,0,0,0,227
F077,Kimberly James,Taita-Taveta Ward 5,"4.222499, 34.714219",2022-04-29,Conventional,Rain-fed,No,39,20,5,36,26,0,15,19,44,0,0,0,385,350,390,338,338,208,2007,2176,1340,0,0,0,204
F078,Andrew Tran,Taita-Taveta Ward 10,"1.059019, 38.416324",2025-09-26,Organic,Rain-fed,Yes,30,1,49,27,0,13,16,43,19,0,0,0,1533,2415,1924,364,403,481,728,771,823,0,0,0,198
F079,Timothy Davis,Taita-Taveta Ward 3,"-4.314, 36.072337",2022-04-12,Organic,Rain-fed,No,0,3,69,0,31,42,42,0,38,0,0,0,2244,3213,2499,1601,2348,2337,1710,1558,874,0,0,0,225
F080,Justin Stone,Taita-Taveta Ward 4,"0.981316, 35.149665",2023-10-29,Organic,Irrigated,Yes,18,22,11,0,11,0,0,10,0,3,0,0,462,352,561,143,110,55,50,100,150,0,0,0,75
F081,Katherine Nelson,Taita-Taveta Ward 6,"-0.136249, 41.113861",2020-09-11,Organic,Rain-fed,No,17,25,40,8,11,0,0,7,17,15,7,0,1135,2250,2060,165,121,77,811,450,424,91,49,105,147
F082,Andrew Waller,Taita-Taveta Ward 9,"-0.685355, 34.518032",2020-09-26,Organic,Rain-fed,No,39,46,3,10,0,21,0,9,2,0,0,0,589,526,357,1050,546,945,171,229,151,0,0,0,130
F083,Kelly Mooney,Taita-Taveta Ward 2,"0.859771, 37.614027",2021-06-29,Organic,Irrigated,No,10,18,0,13,0,15,10,14,0,0,0,0,198,180,234,375,360,705,168,210,182,0,0,0,80
F084,Andrea Gray,Taita-Taveta Ward 8,"-0.915298, 36.426241",2023-07-08,Organic,Irrigated,No,7,9,68,0,0,7,57,24,29,0,0,0,1695,2701,2157,301,147,231,1419,1487,1366,0,0,0,201
F085,Zachary Benjamin,Taita-Taveta Ward 11,"2.897548, 34.307549",2023-12-12,Organic,Irrigated,Yes,54,89,0,0,1,39,31,0,9,0,0,0,979,445,890,792,1494,1608,378,342,441,0,0,0,223
F086,Fernando Atkins,Taita-Taveta Ward 8,"1.072415, 39.767843",2023-05-31,Organic,Irrigated,No,0,13,17,8,21,3,14,5,21,3,0,4,690,491,522,324,405,255,602,618,634,196,176,164,109
F087,Darren Jackson,Taita-Taveta Ward 6,"-0.417189, 36.779326",2021-06-10,Organic,Rain-fed,No,0,45,28,32,0,4,38,26,0,0,0,0,1352,1082,1795,140,196,180,390,234,182,0,0,0,173
F088,Ashley Chambers,Taita-Taveta Ward 6,"-4.273299, 39.606225",2023-11-20,Conventional,Rain-fed,No,17,38,41,0,4,24,3,0,13,0,0,0,2459,1730,1806,1052,1152,1044,416,286,429,0,0,0,140
F089,Tiffany Valencia,Taita-Taveta Ward 7,"-0.06654, 34.969786",2022-08-19,Organic,Irrigated,No,5,0,13,1,8,11,0,7,9,4,7,0,455,611,442,624,576,564,451,379,342,84,42,49,65
F090,Mark Perez,Taita-Taveta Ward 10,"-1.197404, 39.165624",2025-01-14,Conventional,Irrigated,Yes,23,17,43,11,0,10,14,5,17,0,0,0,2345,1134,1521,220,460,250,470,779,511,0,0,0,140
F091,Elizabeth Estes,Taita-Taveta Ward 10,"-2.111916, 36.988752",2021-05-09,Organic,Rain-fed,No,12,0,7,11,0,6,5,20,0,1,17,6,217,315,154,294,168,156,240,140,140,322,257,229,85
F092,Erica King,Taita-Taveta Ward 4,"-0.289952, 35.408971",2022-01-11,Organic,Rain-fed,No,16,71,0,26,0,30,0,37,49,0,0,0,781,426,355,1020,1050,720,2233,2636,1510,0,0,0,229
F093,Cole Shaffer,Taita-Taveta Ward 12,"2.190341, 36.371028",2021-05-27,Organic,Rain-fed,Yes,33,0,25,7,22,24,0,6,39,0,10,31,1025,1100,925,1250,722,1142,1335,1683,1221,990,1310,1545,197
F094,Richard Harper,Taita-Taveta Ward 5,"1.459912, 41.672548",2024-10-10,Conventional,Irrigated,Yes,15,10,9,6,0,1,5,0,6,0,0,0,499,381,440,31,24,27,294,132,240,0,0,0,52
F095,Scott Diaz,Taita-Taveta Ward 8,"3.754343, 37.436944",2020-05-04,Organic,Irrigated,No,26,9,15,0,0,3,0,10,6,12,0,7,711,405,714,99,78,78,342,238,382,336,294,336,88
F096,Sergio Byrd,Taita-Taveta Ward 12,"2.444318, 36.968042",2024-06-02,Conventional,Rain-fed,No,5,18,27,27,4,7,27,1,4,0,0,0,648,1071,1170,206,377,324,141,201,189,0,0,0,120
F097,James Mercado,Taita-Taveta Ward 1,"0.275901, 41.619348",2023-12-30,Organic,Irrigated,Yes,28,0,12,4,9,0,20,15,0,0,0,0,540,468,288,90,135,108,150,90,180,0,0,0,88
F098,Brian Baker,Taita-Taveta Ward 11,"-3.035326, 38.54173",2023-03-02,Conventional,Irrigated,Yes,0,0,82,45,42,0,22,27,25,0,0,0,2460,2706,3690,588,588,588,885,1249,862,0,0,0,243
F099,Jeffrey Peters,Taita-Taveta Ward 9,"-2.21192, 38.875443",2023-08-26,Organic,Irrigated,No,22,0,17,0,37,22,19,43,0,0,0,0,748,697,544,1374,845,1117,301,559,258,0,0,0,160
F100,Sean Bowman,Taita-Taveta Ward 8,"3.027287, 39.80235",2025-12-22,Conventional,Irrigated,Yes,18,38,40,3,0,0,18,29,2,0,0,0,2220,2452,2262,0,0,0,232,496,450,0,0,0,148
F101,Ashley Ross,Taita-Taveta Ward 11,"-0.719103, 40.454362",2021-10-11,Conventional,Irrigated,No,0,36,22,14,1,0,0,10,23,3,2,0,934,894,986,14,5,5,1217,600,646,26,10,10,111
F102,Hailey Jackson,Taita-Taveta Ward 1,"-3.558332, 37.636205",2020-03-15,Conventional,Rain-fed,Yes,42,54,6,0,3,6,1,25,7,0,0,0,738,954,990,318,168,189,461,647,487,0,0,0,144
F103,Mr. Curtis Branch,Taita-Taveta Ward 4,"0.895337, 38.528745",2025-12-28,Conventional,Rain-fed,Yes,72,29,27,0,21,0,9,21,37,0,26,0,946,990,1472,315,294,147,908,1759,1484,130,234,182,242
F104,Theresa Smith,Taita-Taveta Ward 5,"0.757934, 35.208737",2021-06-19,Conventional,Irrigated,No,26,40,32,13,0,0,0,10,0,0,0,0,1816,1888,1208,0,0,0,90,50,70,0,0,0,121
F105,Kristie Rice,Taita-Taveta Ward 6,"-0.668706, 39.287127",2020-03-29,Organic,Rain-fed,Yes,39,10,52,6,22,0,36,10,55,0,0,0,2252,2648,2078,242,242,220,1550,2380,1645,0,0,0,230
F106,Ashley Mcbride,Taita-Taveta Ward 6,"-2.505585, 36.716344",2023-12-06,Conventional,Irrigated,Yes,15,45,33,0,0,3,0,15,18,0,0,0,1623,1332,2055,141,108,60,639,570,639,0,0,0,129
F107,Roberto Thomas,Taita-Taveta Ward 12,"4.019517, 38.676752",2024-04-17,Organic,Irrigated,No,9,16,4,0,4,4,7,0,7,7,0,0,336,360,212,244,176,168,252,343,210,0,0,0,58
F108,Melissa Sawyer,Taita-Taveta Ward 1,"-2.521559, 35.606707",2025-09-07,Conventional,Rain-fed,Yes,59,58,2,0,36,7,15,29,43,0,0,0,642,480,626,557,638,783,1335,1853,2527,0,0,0,249
F109,Amy Francis,Taita-Taveta Ward 2,"0.94307, 37.002787",2023-08-15,Organic,Irrigated,No,0,0,62,28,26,35,0,40,12,0,9,0,2356,1674,3038,917,1451,1013,968,752,700,90,126,45,212
F110,Amanda Fisher,Taita-Taveta Ward 8,"2.682595, 35.667823",2025-09-25,Organic,Irrigated,No,37,10,0,13,22,25,8,0,0,0,8,0,100,150,130,845,1160,836,0,0,0,64,112,104,123
F111,Nicole Mendez,Taita-Taveta Ward 11,"-0.211671, 34.025921",2024-09-20,Organic,Irrigated,Yes,3,17,0,13,2,11,7,7,3,0,0,0,238,170,136,427,431,312,104,122,236,0,0,0,63
F112,David Gilbert,Taita-Taveta Ward 9,"-3.425779, 34.488822",2020-02-01,Organic,Irrigated,Yes,0,0,34,16,17,0,0,4,16,0,0,0,1666,850,1394,204,85,102,520,756,496,0,0,0,87
F113,Amy Foley,Taita-Taveta Ward 10,"-0.806581, 36.536826",2022-04-08,Conventional,Irrigated,No,44,33,2,0,3,0,0,0,6,14,0,15,270,305,581,27,45,24,240,258,198,540,570,555,117
F114,Troy Wallace,Taita-Taveta Ward 12,"-0.693859, 35.943536",2025-02-16,Conventional,Rain-fed,No,5,10,6,4,0,8,0,12,0,2,3,0,260,268,282,272,304,224,72,180,144,18,36,21,50
F115,Joel Smith,Taita-Taveta Ward 10,"-3.282799, 40.323243",2024-04-16,Conventional,Irrigated,Yes,26,26,0,10,1,0,14,28,9,15,0,22,182,234,130,11,9,7,666,670,670,638,550,572,151
F116,Richard Valentine,Taita-Taveta Ward 4,"-1.263781, 36.658454",2021-06-13,Conventional,Irrigated,Yes,21,2,1,7,7,6,9,0,0,1,0,1,60,59,60,308,311,405,0,0,0,26,30,31,55
F117,Kayla Hudson,Taita-Taveta Ward 3,"4.374772, 40.705038",2025-07-06,Conventional,Rain-fed,No,42,59,45,0,16,10,0,0,0,0,9,0,2269,2303,1732,430,420,468,0,0,0,117,108,45,181
F118,Denise Cross,Taita-Taveta Ward 7,"1.400594, 35.798647",2023-02-04,Conventional,Rain-fed,No,0,32,40,0,8,0,25,3,0,10,1,10,1840,1408,2088,40,88,56,18,24,27,341,430,320,129
F119,Brian Becker,Taita-Taveta Ward 2,"3.570189, 37.823124",2025-07-24,Organic,Rain-fed,No,25,2,6,10,0,5,2,1,13,0,0,0,298,262,166,115,185,220,513,591,609,0,0,0,64
