Farmer ID,Farmer Name,Location,GPS Coordinates,Date of Registration,Farming Method,Irrigation Method,Training Received,Mango Trees (0–3 yrs),Mango Trees (3–5 yrs),Mango Trees (5+ yrs),Hass Trees (0–3 yrs),Hass Trees (3–5 yrs),Hass Trees (5+ yrs),Fuerte Trees (0–3 yrs),Fuerte Trees (3–5 yrs),Fuerte Trees (5+ yrs),Pixie Trees (0–3 yrs),Pixie Trees (3–5 yrs),Pixie Trees (5+ yrs),Mango Season 1,Mango Season 2,Mango Season 3,Hass Season 1,Hass Season 2,Hass Season 3,Fuerte Season 1,Fuerte Season 2,Fuerte Season 3,Pixie Season 1,Pixie Season 2,Pixie Season 3,Total Trees
F011,Joel Garcia,Elgeyo-Marakwet Ward 5,"4.179304, 37.270343",2025-08-23,Organic,Rain-fed,No,13,10,14,3,9,0,2,0,9,0,0,0,398,650,622,126,45,99,225,351,333,0,0,0,60
F012,Nicholas Burke,Elgeyo-Marakwet Ward 12,"-3.025573, 36.983735",2022-03-05,Organic,Irrigated,Yes,9,19,0,1,8,8,10,0,0,3,3,0,95,228,209,472,272,384,0,0,0,33,33,15,61
F013,Spencer Brown,Elgeyo-Marakwet Ward 2,"-0.844437, 37.836191",2023-06-18,Conventional,Irrigated,No,13,13,33,0,8,5,13,12,27,0,0,0,1609,1391,1780,289,299,323,675,1149,1194,0,0,0,124
F014,Antonio Davidson,Elgeyo-Marakwet Ward 8,"-3.901842, 37.117646",2020-08-27,Organic,Rain-fed,Yes,29,16,11,13,0,11,0,0,8,0,0,0,522,693,703,506,374,308,392,352,216,0,0,0,88
F015,Michelle Black,Elgeyo-Marakwet Ward 6,"-1.182989, 36.85226",2024-11-19,Organic,Rain-fed,No,0,37,20,0,26,27,24,5,38,7,0,24,893,844,1056,1605,1065,1504,1811,1053,1585,912,648,480,208
F016,Amy Jones,Elgeyo-Marakwet Ward 1,"-0.141962, 39.969119",2020-08-06,Organic,Rain-fed,Yes,61,27,0,1,1,7,19,20,0,0,0,2,135,243,378,237,285,160,300,180,220,50,88,72,138
F017,Henry Larsen,Elgeyo-Marakwet Ward 12,"1.403571, 35.463282",2023-05-25,Organic,Irrigated,No,55,69,0,5,35,22,32,0,20,0,0,0,414,966,759,1450,703,637,880,460,880,0,0,0,238
F018,Manuel Lindsey,Elgeyo-Marakwet Ward 2,"-0.801081, 38.302256",2023-11-04,Conventional,Rain-fed,No,27,33,2,0,0,12,0,0,17,0,0,0,511,503,433,480,468,504,714,578,748,0,0,0,91
F019,Thomas Kim,Elgeyo-Marakwet Ward 9,"-1.718993, 41.844467",2024-01-13,Conventional,Rain-fed,Yes,37,52,1,19,5,22,8,0,4,0,0,0,716,722,347,1108,739,654,128,184,108,0,0,0,148
F020,Paul Schmidt,Elgeyo-Marakwet Ward 2,"-0.009553, 36.015612",2024-04-14,Conventional,Irrigated,No,5,4,29,12,4,0,7,7,0,2,0,3,790,860,612,36,32,40,49,70,56,108,105,90,73
F021,Michael Joseph,Elgeyo-Marakwet Ward 12,"3.78627, 35.969366",2023-01-28,Conventional,Irrigated,Yes,17,3,4,5,11,0,23,26,42,22,9,0,150,170,182,99,55,77,1988,1530,2334,72,90,117,162
F022,Molly Perez,Elgeyo-Marakwet Ward 7,"0.60121, 41.505066",2020-08-27,Conventional,Rain-fed,Yes,67,0,48,4,24,6,11,34,0,0,0,0,1440,1344,2064,348,486,474,238,204,476,0,0,0,194
F023,Jennifer Knight,Elgeyo-Marakwet Ward 6,"-2.386329, 37.452733",2025-09-30,Organic,Irrigated,Yes,14,78,0,25,22,11,20,15,56,0,0,0,468,468,936,748,627,605,1867,2416,1953,0,0,0,241
F024,Jonathan Adkins,Elgeyo-Marakwet Ward 7,"-3.83825, 35.802704",2020-09-04,Conventional,Rain-fed,No,7,18,1,0,1,15,0,1,12,0,0,0,305,228,260,328,550,562,249,500,325,0,0,0,55
F025,Casey Singh,Elgeyo-Marakwet Ward 4,"1.764435, 38.903399",2021-11-16,Conventional,Rain-fed,Yes,0,21,55,17,41,23,33,16,13,0,0,0,2237,2787,1509,1213,1059,1105,777,525,877,0,0,0,219
F026,Richard Colon MD,Elgeyo-Marakwet Ward 6,"-3.769727, 39.799655",2025-05-09,Conventional,Irrigated,Yes,0,19,5,17,4,38,17,19,29,0,0,0,233,329,361,1424,1050,1382,1467,1176,1620,0,0,0,148
F027,Traci Ingram,Elgeyo-Marakwet Ward 11,"-0.114239, 39.688967",2023-09-28,Conventional,Irrigated,No,3,27,22,0,20,31,12,32,15,0,0,0,1050,1028,1043,1088,1708,1172,884,780,614,0,0,0,162
F028,Joe Davis,Elgeyo-Marakwet Ward 7,"0.767638, 36.598497",2024-05-17,Organic,Irrigated,Yes,4,40,0,10,0,2,2,0,9,0,15,9,400,240,280,88,60,86,450,279,252,474,423,285,91
F029,Christina Wright,Elgeyo-Marakwet Ward 3,"-3.990303, 39.634338",2022-04-27,Conventional,Rain-fed,Yes,66,0,51,21,0,27,27,0,48,0,0,0,1836,1122,2448,1053,1134,810,1536,1008,2064,0,0,0,240
F030,Claire Contreras,Elgeyo-Marakwet Ward 12,"4.101093, 39.148935",2021-12-16,Organic,Rain-fed,No,60,34,0,36,0,26,11,0,7,0,0,0,272,408,340,1118,520,1118,350,301,343,0,0,0,174
F031,Kevin Gonzales,Elgeyo-Marakwet Ward 8,"1.09459, 39.592796",2021-07-27,Conventional,Irrigated,No,3,19,17,7,0,2,4,25,6,13,7,0,755,834,770,46,74,96,429,467,463,84,98,63,103
F032,Sandy Wells,Elgeyo-Marakwet Ward 1,"4.440116, 37.181233",2023-08-05,Conventional,Rain-fed,No,18,0,17,0,9,0,13,0,4,0,9,0,510,816,544,126,81,108,108,180,188,117,135,72,70
F033,Stacy Smith,Elgeyo-Marakwet Ward 12,"-1.837813, 39.486801",2020-06-25,Organic,Irrigated,No,50,1,11,15,0,5,29,5,7,0,0,0,395,350,526,120,150,130,278,349,324,0,0,0,123
F034,Dustin Crawford,Elgeyo-Marakwet Ward 5,"1.080192, 40.450005",2020-12-20,Conventional,Irrigated,Yes,0,0,73,47,37,42,0,16,0,0,0,0,1533,2993,2701,1573,1346,1440,192,192,176,0,0,0,215
F035,Justin Franklin,Elgeyo-Marakwet Ward 5,"-2.848576, 38.393027",2023-03-25,Conventional,Rain-fed,No,1,20,28,0,2,14,8,11,0,10,0,0,1192,740,1060,540,488,614,143,143,165,0,0,0,94
F036,Timothy Rodriguez,Elgeyo-Marakwet Ward 6,"-1.771417, 37.02175",2020-04-06,Organic,Rain-fed,Yes,58,53,0,17,0,4,6,16,0,9,2,0,636,583,371,116,112,200,176,176,192,30,28,14,165
F037,Lisa Price,Elgeyo-Marakwet Ward 1,"-3.46778, 39.264947",2021-12-21,Conventional,Rain-fed,Yes,16,5,2,11,3,0,5,0,0,11,0,2,132,87,104,33,15,42,0,0,0,68,68,92,55
F038,Tiffany Harris,Elgeyo-Marakwet Ward 7,"-3.521418, 34.093404",2020-06-27,Organic,Irrigated,Yes,10,0,42,0,20,28,0,13,40,0,5,0,924,1596,2016,1112,1456,1512,2050,1051,1303,25,30,30,158
F039,Erik Hanna,Elgeyo-Marakwet Ward 3,"4.117908, 41.482788",2021-11-24,Conventional,Irrigated,No,0,41,70,20,45,0,7,0,0,21,5,17,3000,1646,2522,270,630,270,0,0,0,875,618,438,226
F040,Charles Davis,Elgeyo-Marakwet Ward 7,"0.152195, 37.999578",2025-01-12,Organic,Rain-fed,No,0,0,14,6,11,2,4,9,5,0,0,0,462,336,588,135,151,176,154,229,229,0,0,0,51
F041,Michael Allen,Elgeyo-Marakwet Ward 10,"0.735608, 39.925439",2021-06-09,Organic,Rain-fed,Yes,25,9,0,31,31,28,18,31,0,15,0,0,81,45,108,808,1555,1365,279,372,155,0,0,0,188
F042,Mary Rivera,Elgeyo-Marakwet Ward 1,"-1.85534, 41.426041",2020-02-03,Organic,Irrigated,Yes,3,5,33,1,0,0,24,12,15,0,0,0,1304,1629,1525,0,0,0,453,681,585,0,0,0,93
F043,Mrs. Tonya Le,Elgeyo-Marakwet Ward 10,"4.151439, 40.951519",2025-06-02,Organic,Irrigated,No,38,1,32,0,12,19,18,11,11,0,0,0,1158,1158,778,569,730,557,352,473,605,0,0,0,142
F044,David Jones,Elgeyo-Marakwet Ward 5,"2.047376, 35.978764",2023-09-30,Organic,Rain-fed,Yes,19,0,31,0,0,21,0,30,1,0,0,1,713,1178,713,798,903,525,226,240,274,23,36,38,103
F045,Jennifer Black,Elgeyo-Marakwet Ward 4,"0.516505, 39.723612",2021-10-12,Conventional,Rain-fed,No,5,46,38,0,32,3,23,0,4,6,12,8,2240,1842,1516,327,273,468,172,80,160,440,220,452,177
F046,Eric Carson,Elgeyo-Marakwet Ward 11,"-3.265314, 34.973856",2025-04-29,Conventional,Rain-fed,Yes,29,5,68,9,0,18,35,30,26,0,0,0,1614,2722,3052,846,468,396,1048,1022,1474,0,0,0,220
F047,Renee Fletcher,Elgeyo-Marakwet Ward 5,"1.184863, 36.262674",2021-08-28,Organic,Irrigated,No,54,11,0,0,26,4,48,43,40,0,0,0,77,77,66,400,210,514,2045,2239,1298,0,0,0,226
F048,Marie Miller,Elgeyo-Marakwet Ward 9,"-0.652368, 39.350777",2023-05-01,Conventional,Irrigated,Yes,10,30,57,0,25,0,6,46,9,0,0,28,2862,1617,2031,250,225,225,647,773,644,924,1344,1064,211
F049,Trevor Friedman,Elgeyo-Marakwet Ward 1,"1.257791, 38.977974",2020-03-17,Conventional,Rain-fed,Yes,0,49,29,28,7,2,28,0,0,0,0,0,1759,1786,1409,128,189,138,0,0,0,0,0,0,143
F050,Austin Lutz,Elgeyo-Marakwet Ward 11,"4.428925, 35.433493",2021-06-12,Organic,Rain-fed,Yes,20,47,9,0,17,4,22,16,15,0,0,0,545,621,928,378,391,277,636,880,524,0,0,0,150
F051,Kimberly Rodriguez,Elgeyo-Marakwet Ward 1,"-1.910726, 41.294386",2020-10-21,Organic,Irrigated,Yes,21,25,12,20,19,0,5,0,20,0,0,0,740,649,617,95,209,133,880,480,700,0,0,0,122
F052,Clifford Chapman,Elgeyo-Marakwet Ward 2,"0.024432, 37.418466",2024-02-02,Organic,Rain-fed,No,29,0,31,0,2,8,0,7,0,5,0,9,961,651,868,180,424,240,42,49,91,234,198,378,91
F053,Robin Reid,Elgeyo-Marakwet Ward 4,"-1.866003, 40.089043",2025-08-11,Organic,Irrigated,Yes,0,14,29,5,11,0,0,11,6,1,3,0,838,1416,1317,121,132,88,208,322,271,15,27,21,80
F054,Lori Wu,Elgeyo-Marakwet Ward 11,"-1.529934, 36.609263",2021-01-30,Organic,Rain-fed,No,0,17,77,27,0,26,23,0,0,0,31,0,1924,3643,3079,832,1300,1222,0,0,0,341,155,341,201
F055,Brenda Meyers,Elgeyo-Marakwet Ward 3,"2.360128, 34.302643",2023-01-12,Organic,Irrigated,No,10,32,24,0,14,0,8,6,0,0,0,0,1240,1272,1192,98,84,140,72,84,60,0,0,0,94
F056,Cynthia Morris,Elgeyo-Marakwet Ward 9,"-1.224827, 36.287471",2023-03-30,Conventional,Rain-fed,Yes,0,53,0,3,0,19,10,25,13,23,0,0,689,742,477,950,684,608,960,783,600,0,0,0,146
F057,Madeline Scott,Elgeyo-Marakwet Ward 5,"-4.419584, 40.767739",2020-02-06,Organic,Rain-fed,No,43,22,80,36,0,4,0,6,49,0,0,0,4170,3776,3856,80,140,80,1389,2093,1990,0,0,0,240
F058,Timothy Moore,Elgeyo-Marakwet Ward 10,"-4.099025, 34.171207",2020-03-13,Conventional,Irrigated,No,48,7,0,16,19,0,37,0,30,0,11,15,63,63,84,171,228,228,780,1200,930,460,759,713,183
F059,Vernon Perez,Elgeyo-Marakwet Ward 7,"4.150215, 35.605019",2021-09-16,Organic,Irrigated,Yes,68,27,0,4,41,28,2,46,3,0,0,0,324,405,162,1129,1601,1375,816,433,755,0,0,0,219
F060,Diane Patel,Elgeyo-Marakwet Ward 4,"-0.122844, 34.180722",2024-06-23,Organic,Rain-fed,Yes,10,24,30,13,0,6,32,31,0,0,2,14,1620,1524,1050,192,204,282,465,465,341,542,430,712,162
F061,Nicole Mooney,Elgeyo-Marakwet Ward 6,"0.195885, 39.887428",2024-10-24,Conventional,Irrigated,Yes,23,25,13,0,0,9,0,15,8,12,2,0,512,831,792,243,396,279,451,498,372,20,30,20,107
F062,Kevin Clarke,Elgeyo-Marakwet Ward 2,"1.731506, 38.485798",2023-11-20,Organic,Rain-fed,Yes,11,21,13,5,0,0,6,6,13,0,0,0,644,503,738,0,0,0,620,686,493,0,0,0,75
F063,Gregory Knight,Elgeyo-Marakwet Ward 4,"3.179979, 36.947654",2022-04-05,Organic,Rain-fed,Yes,2,70,0,13,0,35,0,51,0,0,0,0,630,840,560,1505,1120,1610,714,510,510,0,0,0,171
F064,Dominique Evans,Elgeyo-Marakwet Ward 12,"3.309814, 35.624493",2025-08-01,Organic,Rain-fed,No,0,82,15,8,0,18,29,26,35,0,0,0,1458,1830,725,648,504,666,1931,1389,1599,0,0,0,213
F065,Erin Haynes,Elgeyo-Marakwet Ward 3,"-1.418304, 37.858485",2023-10-17,Organic,Rain-fed,Yes,0,25,7,33,35,18,13,5,33,23,20,26,552,548,612,815,960,869,710,941,1403,1278,1038,1476,238
F066,Richard Edwards,Elgeyo-Marakwet Ward 1,"3.098544, 36.596391",2025-10-06,Conventional,Rain-fed,No,2,12,14,0,31,34,0,23,8,0,16,16,740,508,818,1318,1961,1478,706,329,561,752,736,512,156
F067,Alex Cruz,Elgeyo-Marakwet Ward 3,"-2.880715, 41.257799",2022-01-22,Conventional,Rain-fed,Yes,15,15,37,11,19,10,1,23,2,0,0,0,1178,1037,905,411,667,462,284,261,226,0,0,0,133
F068,Angela Hill,Elgeyo-Marakwet Ward 2,"-0.043444, 41.78439",2021-10-07,Conventional,Irrigated,No,0,24,7,0,5,0,5,6,7,0,4,0,443,527,344,55,30,65,238,333,403,52,44,44,58
F069,Samantha Robinson,Elgeyo-Marakwet Ward 9,"-0.271218, 38.173564",2020-10-13,Organic,Rain-fed,Yes,20,0,26,13,0,14,24,0,0,1,10,4,572,1014,650,574,434,560,0,0,0,194,236,260,112
F070,Patrick Figueroa,Elgeyo-Marakwet Ward 12,"0.009043, 36.261173",2022-06-20,Organic,Rain-fed,No,0,4,20,9,2,0,21,6,13,12,3,10,928,716,1024,30,26,26,320,708,527,508,248,244,100
F071,Eric Lopez PhD,Elgeyo-Marakwet Ward 10,"-4.039591, 41.615717",2025-03-31,Organic,Irrigated,Yes,16,0,16,14,0,1,7,4,0,0,0,0,544,736,544,22,21,27,24,44,36,0,0,0,58
F072,Laura Alexander,Elgeyo-Marakwet Ward 5,"-2.195348, 37.444903",2021-11-06,Organic,Rain-fed,Yes,24,42,52,0,0,25,13,33,22,0,0,0,3104,2002,2500,850,625,1125,1298,1265,1298,0,0,0,211
F073,Nathaniel Hernandez,Elgeyo-Marakwet Ward 11,"3.560249, 39.227385",2025-05-18,Organic,Irrigated,No,22,30,3,5,13,16,0,0,0,0,7,0,387,492,336,786,543,529,0,0,0,56,77,105,96
F074,Emma Holmes,Elgeyo-Marakwet Ward 12,"-1.71472, 38.878212",2021-03-09,Organic,Irrigated,No,24,0,17,12,11,14,15,0,9,0,0,0,765,493,816,455,795,773,270,279,333,0,0,0,102
F075,Jennifer Diaz,Elgeyo-Marakwet Ward 3,"-2.689362, 34.577884",2023-12-28,Conventional,Irrigated,No,0,76,39,2,17,17,19,24,39,0,0,0,1930,1971,1503,748,680,680,1191,2052,1200,0,0,0,233
F076,Justin Collier,Elgeyo-Marakwet Ward 8,"3.022906, 34.723774",2023-11-15,Organic,Rain-fed,No,1,7,2,11,14,13,4,5,17,0,0,0,142,157,195,793,356,473,808,490,568,0,0,0,74
F077,Joseph Davis,Elgeyo-Marakwet Ward 2,"-1.464456, 40.65976",2022-02-04,Conventional,Rain-fed,Yes,5,17,32,19,15,0,7,11,25,0,0,0,1373,1000,1567,135,120,90,613,588,1168,0,0,0,131
F078,Luis Walker,Elgeyo-Marakwet Ward 9,"2.517353, 39.727233",2022-03-04,Conventional,Irrigated,Yes,76,0,0,48,33,10,46,10,0,9,0,0,0,0,0,604,558,785,60,70,120,0,0,0,232
F079,Katrina Calderon,Elgeyo-Marakwet Ward 5,"3.894943, 34.534591",2024-12-07,Organic,Rain-fed,No,24,67,0,9,30,0,44,0,25,0,0,0,335,871,469,180,180,450,500,750,750,0,0,0,199
F080,Patrick Stone,Elgeyo-Marakwet Ward 5,"2.71698, 39.867471",2022-08-05,Organic,Irrigated,Yes,0,58,45,0,0,8,15,9,35,0,0,0,2657,2149,1531,344,376,224,1227,1796,1342,0,0,0,170
F081,Amber Jones,Elgeyo-Marakwet Ward 10,"-4.271131, 34.79605",2022-10-25,Organic,Irrigated,No,17,20,3,0,0,5,0,1,6,0,0,0,326,257,350,170,200,115,262,156,301,0,0,0,52
F082,William Green,Elgeyo-Marakwet Ward 2,"1.235958, 35.974669",2021-08-19,Organic,Rain-fed,No,53,0,7,19,0,26,28,10,28,0,0,0,182,350,168,572,702,546,892,714,726,0,0,0,171
F083,Joanna Jones,Elgeyo-Marakwet Ward 9,"-3.199509, 36.539821",2020-11-25,Organic,Rain-fed,No,6,7,8,6,1,0,0,10,14,0,0,0,370,491,266,6,13,11,448,436,544,0,0,0,52
F084,Fred Mcconnell,Elgeyo-Marakwet Ward 2,"-0.293857, 36.64206",2022-02-10,Organic,Rain-fed,Yes,2,0,23,8,9,10,6,17,13,0,0,0,621,1012,1035,556,524,494,462,879,418,0,0,0,88
F085,Cynthia Woods,Elgeyo-Marakwet Ward 10,"0.019315, 37.910189",2025-12-02,Conventional,Irrigated,Yes,0,17,62,0,25,0,33,33,0,30,0,0,1478,3270,2932,300,225,175,264,231,495,0,0,0,200
F086,Michael Harrell,Elgeyo-Marakwet Ward 9,"3.415084, 37.389138",2021-06-02,Organic,Rain-fed,Yes,4,19,1,7,2,3,5,5,13,0,0,0,136,147,256,120,156,166,558,298,402,0,0,0,59
F087,Tina Sherman,Elgeyo-Marakwet Ward 8,"4.473024, 35.297223",2022-12-29,Conventional,Irrigated,No,50,0,45,15,5,0,36,33,0,0,13,14,1215,2160,1125,55,35,70,462,264,330,413,630,701,211
F088,Justin Smith,Elgeyo-Marakwet Ward 9,"3.54912, 35.854626",2021-07-25,Organic,Rain-fed,No,27,28,0,0,0,3,26,1,21,0,0,5,140,280,280,96,120,60,803,999,532,175,220,235,111
F089,Alexander Trujillo,Elgeyo-Marakwet Ward 1,"4.13047, 35.871273",2022-10-21,Organic,Irrigated,No,52,20,7,0,24,7,0,7,7,4,2,0,412,282,405,566,434,521,189,294,301,10,20,26,130
F090,Ryan Stanley,Elgeyo-Marakwet Ward 10,"4.398144, 40.90984",2022-06-30,Organic,Rain-fed,No,2,17,0,0,1,0,11,13,0,11,1,3,119,153,136,15,7,9,182,182,78,121,120,157,59
F091,Peggy Price,Elgeyo-Marakwet Ward 6,"-1.955923, 38.904855",2024-09-19,Conventional,Irrigated,Yes,4,25,13,15,0,11,5,26,0,0,0,0,805,799,734,352,451,484,130,364,234,0,0,0,99
F092,Jamie Mcclure,Elgeyo-Marakwet Ward 8,"2.037935, 39.73098",2024-10-10,Organic,Rain-fed,No,28,10,3,36,0,34,11,4,3,1,1,0,260,231,166,714,1700,1360,120,174,183,6,15,13,131
F093,Robert Lynch,Elgeyo-Marakwet Ward 1,"-3.13044, 40.801068",2021-03-29,Organic,Rain-fed,Yes,18,4,0,0,9,4,0,7,16,7,2,0,52,24,28,164,174,162,787,634,819,24,22,10,67
F094,Sara White,Elgeyo-Marakwet Ward 11,"-2.009118, 36.589102",2020-11-28,Conventional,Irrigated,Yes,0,6,25,7,10,0,7,0,17,0,0,0,1334,955,1130,90,100,140,374,765,391,0,0,0,72
F095,James Hartman,Elgeyo-Marakwet Ward 5,"-1.4867, 40.64207",2021-01-09,Conventional,Irrigated,Yes,13,0,5,12,11,16,0,5,12,0,3,0,235,120,220,757,847,407,598,422,601,21,33,42,77
F096,Patricia Davis,Elgeyo-Marakwet Ward 3,"2.403343, 41.184888",2020-01-15,Conventional,Irrigated,No,63,0,55,34,0,52,0,16,0,2,8,19,2310,1100,2750,2132,1872,1092,240,240,96,550,845,840,249
F097,Chelsey Trujillo,Elgeyo-Marakwet Ward 7,"-4.082465, 35.846005",2023-11-04,Organic,Irrigated,No,35,0,46,0,0,0,21,42,33,7,0,0,1334,1564,1104,0,0,0,1551,1353,1644,0,0,0,184
F098,Richard Davis,Elgeyo-Marakwet Ward 9,"2.899735, 40.214903",2024-10-19,Conventional,Irrigated,No,23,39,23,8,37,7,5,12,11,1,0,0,1319,1328,848,736,562,654,387,454,500,0,0,0,166
F099,Jason Gill,Elgeyo-Marakwet Ward 12,"-0.72011, 38.309141",2024-10-27,Conventional,Irrigated,Yes,12,0,38,25,14,0,5,0,29,20,20,15,1254,1672,1140,70,154,140,1073,1392,928,520,515,525,178
F100,Kimberly Snow,Elgeyo-Marakwet Ward 3,"1.853399, 37.305747",2021-05-25,Conventional,Irrigated,Yes,10,51,43,28,0,0,0,0,0,0,0,0,1940,1867,2007,0,0,0,0,0,0,0,0,0,132
F101,Stephanie Riley,Elgeyo-Marakwet Ward 5,"-0.708842, 34.593968",2025-08-02,Organic,Rain-fed,No,48,52,0,43,0,32,0,32,0,0,0,0,624,780,468,1056,928,832,288,192,416,0,0,0,207
F102,Erin Davis,Elgeyo-Marakwet Ward 3,"-0.887303, 36.247919",2025-05-19,Organic,Rain-fed,No,2,17,14,1,10,2,0,5,13,0,0,0,452,379,907,224,150,212,612,539,446,0,0,0,64
F103,Lisa Robinson,Elgeyo-Marakwet Ward 3,"3.377875, 37.3603",2024-09-06,Conventional,Irrigated,Yes,7,18,1,25,38,37,0,31,33,0,0,0,264,320,291,1566,1598,1707,1131,1605,1556,0,0,0,190
F104,James Cisneros,Elgeyo-Marakwet Ward 8,"3.47912, 37.152068",2024-02-22,Conventional,Irrigated,Yes,10,19,5,0,14,0,0,0,2,0,0,0,273,416,219,154,98,168,98,88,50,0,0,0,50
F105,Devin Barrera,Elgeyo-Marakwet Ward 1,"1.676526, 36.796145",2020-08-06,Organic,Rain-fed,Yes,34,29,6,0,0,13,17,0,7,7,4,15,513,460,514,481,481,403,329,350,287,543,688,682,132
F106,Christopher Parker,Elgeyo-Marakwet Ward 7,"-3.762877, 41.199152",2020-04-07,Organic,Rain-fed,No,36,23,70,20,8,25,0,30,31,0,0,0,3683,1793,2750,614,1288,1115,1694,1105,953,0,0,0,243
F107,Jeffrey Thompson,Elgeyo-Marakwet Ward 2,"3.770717, 40.798145",2025-03-11,Conventional,Irrigated,No,21,18,15,0,9,11,0,0,1,0,0,0,918,813,669,381,410,350,24,35,42,0,0,0,75
F108,Brian Kennedy,Elgeyo-Marakwet Ward 8,"-2.942777, 34.611178",2020-01-21,Organic,Irrigated,Yes,9,6,0,15,15,0,7,18,10,0,13,0,36,54,60,195,165,90,514,462,602,91,65,169,93
F109,Lori Farrell,Elgeyo-Marakwet Ward 1,"-2.418359, 39.401149",2022-02-16,Organic,Irrigated,No,47,1,62,20,43,0,0,28,0,0,0,0,1933,1747,1245,559,645,344,392,196,224,0,0,0,201
F110,Darren Gibson,Elgeyo-Marakwet Ward 5,"-1.173238, 41.818219",2024-05-02,Conventional,Irrigated,No,4,18,1,14,0,13,3,0,0,1,6,0,227,150,226,351,364,494,0,0,0,42,36,84,60
F111,Sheila Foster,Elgeyo-Marakwet Ward 10,"-0.218858, 40.604667",2024-07-26,Conventional,Rain-fed,No,19,23,14,20,0,2,0,0,8,0,0,0,640,789,602,60,68,72,296,328,288,0,0,0,86
F112,Robert Landry,Elgeyo-Marakwet Ward 3,"1.529398, 36.662778",2021-07-20,Conventional,Irrigated,Yes,0,15,19,3,11,0,2,12,6,0,0,0,895,880,538,121,154,99,408,282,336,0,0,0,68
F113,Lisa Parker,Elgeyo-Marakwet Ward 12,"-3.560643, 41.078628",2021-06-15,Conventional,Rain-fed,Yes,17,0,7,0,12,12,8,19,0,2,0,0,252,315,259,540,696,432,133,209,228,0,0,0,77
F114,Kristen Gilbert,Elgeyo-Marakwet Ward 3,"0.864389, 36.419898",2025-08-24,Organic,Rain-fed,Yes,0,86,0,10,0,0,29,12,48,0,17,24,860,688,1032,0,0,0,1368,2064,1908,962,1038,582,226
F115,Linda Wright,Elgeyo-Marakwet Ward 11,"4.16075, 39.578796",2024-08-16,Organic,Irrigated,No,38,13,43,0,10,0,0,0,27,20,0,0,2233,1708,1540,100,120,120,1215,972,1053,0,0,0,151
