Farmer ID,Farmer Name,Location,GPS Coordinates,Date of Registration,Farming Method,Irrigation Method,Training Received,Mango Trees (0–3 yrs),Mango Trees (3–5 yrs),Mango Trees (5+ yrs),Hass Trees (0–3 yrs),Hass Trees (3–5 yrs),Hass Trees (5+ yrs),Fuerte Trees (0–3 yrs),Fuerte Trees (3–5 yrs),Fuerte Trees (5+ yrs),Pixie Trees (0–3 yrs),Pixie Trees (3–5 yrs),Pixie Trees (5+ yrs),Mango Season 1,Mango Season 2,Mango Season 3,Hass Season 1,Hass Season 2,Hass Season 3,Fuerte Season 1,Fuerte Season 2,Fuerte Season 3,Pixie Season 1,Pixie Season 2,Pixie Season 3,Total Trees
F031,Angela Stephens,Kericho Ward 6,"-1.111324, 38.11158",2025-11-21,Organic,Irrigated,No,36,6,11,0,2,14,9,17,5,0,0,0,564,261,574,612,528,554,364,300,505,0,0,0,100
F032,Alexander Marshall,Kericho Ward 6,"1.255566, 39.282338",2023-11-19,Conventional,Irrigated,Yes,22,0,20,0,0,0,21,0,14,0,4,0,920,600,940,0,0,0,560,448,364,52,40,52,81
F033,Justin Davis,Kericho Ward 7,"-4.223012, 36.11904",2022-05-27,Organic,Rain-fed,No,63,0,4,9,39,16,11,24,11,0,0,0,136,164,112,1131,804,1172,732,638,399,0,0,0,177
F034,Richard Lindsey,Kericho Ward 9,"-1.984306, 36.612718",2022-01-25,Organic,Rain-fed,No,0,9,27,5,12,0,9,9,5,0,0,0,1233,648,1116,132,156,168,286,260,179,0,0,0,76
F035,Charles Briggs,Kericho Ward 8,"1.917966, 35.104407",2020-12-14,Conventional,Rain-fed,Yes,38,0,48,0,42,0,12,36,0,0,0,0,1296,2208,1104,420,420,210,504,504,252,0,0,0,176
F036,Gina Brown,Kericho Ward 3,"2.910312, 39.265146",2024-05-05,Conventional,Rain-fed,No,6,24,76,12,0,28,33,7,22,0,0,0,3456,2700,3080,1344,868,700,598,642,906,0,0,0,208
F037,Robert Strickland,Kericho Ward 7,"1.358961, 40.933288",2025-03-02,Organic,Rain-fed,No,4,4,13,12,16,0,2,5,1,0,0,0,396,669,652,144,128,208,104,95,91,0,0,0,57
F038,Lisa Lam,Kericho Ward 4,"-2.72998, 41.568663",2024-07-29,Conventional,Rain-fed,Yes,27,16,19,20,0,16,1,0,0,3,0,7,698,848,952,432,576,704,0,0,0,336,308,315,109
F039,Valerie Miller,Kericho Ward 11,"0.112099, 34.726203",2025-02-03,Organic,Rain-fed,Yes,67,0,40,0,26,39,0,22,17,0,1,10,800,1840,1160,2067,1235,1950,888,888,936,318,501,398,222
F040,Christina Odom,Kericho Ward 7,"0.175193, 38.739174",2023-01-17,Conventional,Rain-fed,Yes,64,61,0,0,0,11,0,17,0,11,20,21,732,427,610,484,484,440,238,255,170,727,1187,937,205
F041,Andrea Harris,Kericho Ward 6,"-0.652555, 37.724708",2020-05-10,Organic,Irrigated,Yes,12,6,0,0,5,11,5,3,4,1,4,0,72,60,36,333,599,398,167,235,217,56,40,20,51
F042,Jacob Bennett,Kericho Ward 3,"-2.205789, 38.693793",2022-04-14,Organic,Rain-fed,Yes,4,10,19,0,22,19,5,4,1,0,0,0,973,729,972,869,873,644,54,68,91,0,0,0,84
F043,Robert Lee,Kericho Ward 9,"-3.313052, 38.088505",2022-05-21,Conventional,Rain-fed,Yes,52,32,48,24,0,7,14,0,0,18,3,0,1984,2080,1536,294,196,189,0,0,0,30,45,39,198
F044,Erica Parks,Kericho Ward 10,"-3.528459, 38.735724",2025-04-11,Conventional,Rain-fed,No,8,84,56,0,6,0,11,47,6,0,0,0,3108,3052,2828,78,60,78,552,811,934,0,0,0,218
F045,Amy Owens,Kericho Ward 9,"-0.816651, 39.722538",2024-12-04,Organic,Rain-fed,Yes,52,62,48,4,9,0,40,5,0,0,0,0,2148,1518,1860,81,54,135,25,50,40,0,0,0,220
F046,Alison Garcia,Kericho Ward 3,"-1.140934, 35.059563",2025-09-02,Conventional,Irrigated,Yes,51,0,32,27,0,0,18,26,21,0,0,0,1440,1344,1152,0,0,0,1241,660,1143,0,0,0,175
F047,Lynn Hughes,Kericho Ward 2,"0.576021, 34.600303",2021-08-26,Conventional,Irrigated,No,33,0,32,0,14,16,0,3,0,7,0,0,1120,1600,1216,600,922,766,21,33,36,0,0,0,105
F048,Amanda Owens,Kericho Ward 7,"-2.483785, 36.804245",2025-12-08,Organic,Rain-fed,No,0,16,41,45,9,0,5,33,27,20,0,0,1306,2201,1367,54,81,63,1443,825,1065,0,0,0,196
F049,Cindy Lowe,Kericho Ward 6,"3.25882, 39.211993",2025-02-12,Conventional,Rain-fed,Yes,3,8,8,5,4,1,8,3,0,1,5,5,464,280,440,50,82,87,18,36,42,220,170,305,51
F050,Tracy Davis,Kericho Ward 3,"-3.283699, 37.76856",2024-09-25,Conventional,Rain-fed,No,21,4,0,0,1,6,12,10,0,0,0,0,20,48,32,294,295,190,110,130,130,0,0,0,54
F051,Manuel May,Kericho Ward 10,"3.619179, 41.378332",2023-12-10,Organic,Irrigated,Yes,35,0,24,6,10,0,5,0,20,15,8,0,864,1056,1056,120,60,80,800,960,540,48,64,112,123
F052,Natasha Hebert,Kericho Ward 9,"4.475989, 38.332412",2024-06-24,Organic,Irrigated,Yes,7,0,13,5,2,5,0,4,5,9,1,0,273,533,507,183,159,248,142,192,275,15,9,10,51
F053,Kathryn Lee,Kericho Ward 2,"1.496665, 38.80416",2022-11-11,Organic,Rain-fed,Yes,32,56,8,14,37,30,5,0,0,0,0,0,856,760,776,1097,919,1321,0,0,0,0,0,0,182
F054,Edward Baker,Kericho Ward 11,"-3.486432, 41.640397",2023-09-30,Conventional,Irrigated,Yes,20,1,34,47,3,9,20,18,0,0,0,0,965,1163,1094,213,414,369,108,216,252,0,0,0,152
F055,Brian Conley,Kericho Ward 5,"0.889012, 37.703117",2025-12-02,Conventional,Rain-fed,No,0,17,6,4,1,11,3,12,0,0,0,0,372,381,469,543,457,318,72,72,96,0,0,0,54
F056,Christopher Stone,Kericho Ward 4,"-1.480639, 41.731403",2020-06-05,Conventional,Irrigated,No,31,4,24,6,21,8,8,6,6,15,0,0,656,1244,792,619,707,609,234,300,228,0,0,0,129
F057,Derek Solis,Kericho Ward 11,"-3.192339, 35.510451",2025-12-28,Organic,Irrigated,Yes,9,20,59,24,10,1,0,5,27,2,10,0,2540,1617,1811,97,173,119,1029,794,784,80,90,110,167
F058,Jennifer Smith,Kericho Ward 2,"3.059394, 37.784436",2020-03-12,Conventional,Irrigated,Yes,59,68,0,20,0,30,12,22,0,15,0,5,340,816,340,1500,1350,600,154,198,242,215,235,190,231
F059,Carolyn Wilson,Kericho Ward 6,"4.028656, 40.470481",2023-01-22,Organic,Irrigated,No,22,18,23,2,1,0,0,0,1,0,1,0,1225,1235,1167,11,8,8,22,50,46,7,10,15,68
F060,Melanie Butler,Kericho Ward 12,"2.907526, 39.260132",2020-08-02,Conventional,Irrigated,Yes,0,24,43,0,9,0,12,0,12,0,0,16,1349,1143,2295,90,135,45,348,384,300,384,352,592,116
F061,Michael Fox,Kericho Ward 11,"-4.288158, 38.747028",2022-11-05,Conventional,Irrigated,Yes,0,61,7,22,25,13,0,16,19,22,20,0,702,778,890,773,709,844,584,859,631,100,180,300,205
F062,Robert Huff,Kericho Ward 3,"4.437041, 35.068502",2024-02-15,Organic,Irrigated,No,0,50,37,0,0,0,16,0,30,0,10,20,1980,2228,2156,0,0,0,1500,840,1140,990,1040,850,163
F063,Tina Rowland,Kericho Ward 6,"-0.308944, 35.350026",2022-06-21,Conventional,Rain-fed,Yes,34,0,25,0,0,40,28,38,0,0,0,19,1100,550,1100,1240,920,920,570,266,494,798,760,437,184
F064,Yolanda Moon,Kericho Ward 1,"3.714153, 39.434613",2025-05-07,Conventional,Irrigated,Yes,9,45,30,0,0,11,0,17,29,0,0,0,1170,1305,1110,363,319,330,832,1574,1475,0,0,0,141
F065,Ms. Alexandria Nash,Kericho Ward 4,"0.068862, 35.481694",2023-02-05,Conventional,Irrigated,No,66,75,12,37,0,0,0,13,0,0,0,24,1038,987,1395,0,0,0,182,182,65,960,984,936,227
F066,Michael Rodriguez,Kericho Ward 7,"1.713138, 36.6187",2025-04-22,Organic,Rain-fed,Yes,32,2,39,15,0,0,0,9,10,0,0,3,1198,956,1551,0,0,0,338,415,456,69,138,129,110
F067,David Patel,Kericho Ward 3,"2.626547, 39.703563",2024-07-21,Organic,Irrigated,Yes,1,41,8,0,26,13,19,0,12,11,4,3,494,958,781,780,741,975,528,384,504,116,123,172,138
F068,Amber Kelly MD,Kericho Ward 7,"-1.920857, 40.853218",2022-11-14,Organic,Irrigated,No,0,38,0,10,2,18,0,25,18,13,6,1,418,190,304,920,752,456,732,1070,696,83,114,111,131
F069,Ronald Mullins,Kericho Ward 11,"-3.020128, 36.304536",2025-05-31,Conventional,Irrigated,Yes,56,33,73,0,0,0,29,15,0,0,0,0,3933,3137,1910,0,0,0,225,105,180,0,0,0,206
F070,Laura Morrison,Kericho Ward 8,"4.084844, 39.941187",2024-05-20,Conventional,Rain-fed,Yes,10,61,0,15,0,32,35,0,0,19,5,7,488,366,671,832,704,640,0,0,0,373,378,353,184
F071,Todd Sandoval,Kericho Ward 3,"-1.489276, 35.346824",2025-02-13,Organic,Irrigated,Yes,0,34,37,15,1,5,12,0,21,0,0,0,1496,1953,1342,237,128,218,1050,546,609,0,0,0,125
F072,Alexandra Rodriguez,Kericho Ward 11,"-1.769849, 38.563875",2022-06-21,Organic,Irrigated,No,19,0,17,1,1,0,6,5,14,0,0,0,663,782,578,9,15,14,386,761,625,0,0,0,63
F073,Jonathan Taylor,Kericho Ward 3,"2.629383, 39.10079",2024-02-01,Organic,Rain-fed,No,31,65,17,25,31,0,0,0,0,0,16,0,1061,1276,1375,403,217,310,0,0,0,128,144,208,185
F074,Jessica Lloyd,Kericho Ward 3,"2.980661, 39.686758",2020-10-24,Conventional,Irrigated,No,30,23,15,0,16,9,14,0,22,5,2,15,870,580,655,510,312,427,682,506,1100,730,511,510,151
F075,Robin Foley,Kericho Ward 12,"1.921612, 38.216177",2023-05-07,Organic,Irrigated,Yes,52,11,0,20,30,0,18,0,31,5,0,8,110,143,110,150,210,210,1426,837,682,392,344,360,175
F076,Paula Miller,Kericho Ward 6,"-2.475585, 36.014741",2020-09-16,Conventional,Rain-fed,Yes,14,12,8,6,0,9,2,2,0,6,1,5,372,484,336,216,297,423,18,20,12,231,172,218,65
F077,Linda Cordova,Kericho Ward 8,"-4.19427, 39.890475",2021-10-19,Organic,Rain-fed,Yes,6,24,18,4,28,42,10,18,17,0,0,0,744,750,984,2324,1176,1386,1034,775,660,0,0,0,167
F078,Corey Lane,Kericho Ward 1,"-4.173875, 40.899558",2025-04-09,Conventional,Rain-fed,No,0,52,8,22,27,7,0,49,39,0,0,33,1084,540,612,609,508,605,1455,1641,2216,792,1221,1254,237
F079,William Kirby,Kericho Ward 7,"2.350537, 40.032434",2024-09-26,Organic,Irrigated,Yes,0,76,47,6,0,19,45,18,0,1,0,0,2354,1928,2662,646,779,874,144,108,126,0,0,0,212
F080,Jennifer Vega,Kericho Ward 10,"-0.595199, 38.159002",2025-04-20,Conventional,Rain-fed,Yes,8,61,57,6,11,0,27,23,0,0,0,0,1982,2511,2780,110,132,77,115,253,115,0,0,0,193
F081,Robert Turner,Kericho Ward 11,"-2.865276, 41.530404",2025-09-28,Conventional,Irrigated,No,20,8,45,0,12,0,39,0,17,24,0,10,940,948,1398,84,168,168,748,476,833,470,480,340,175
F082,Jeremy Thompson,Kericho Ward 2,"-3.686413, 38.155759",2023-11-17,Conventional,Rain-fed,Yes,0,0,24,5,0,10,9,0,0,7,6,4,888,792,648,400,450,370,0,0,0,126,154,242,65
F083,Daniel Brown,Kericho Ward 12,"3.135741, 38.892209",2022-09-04,Organic,Rain-fed,Yes,30,5,21,24,0,31,31,42,0,11,0,17,786,990,460,1519,1333,930,210,588,546,612,408,782,212
F084,Jeffery Castro,Kericho Ward 5,"-0.342376, 34.508201",2022-12-10,Conventional,Rain-fed,Yes,23,18,7,0,18,9,13,16,0,15,8,0,535,494,539,414,396,549,208,224,208,48,48,96,127
F085,Scott Ware,Kericho Ward 3,"-2.077924, 40.388896",2021-06-26,Conventional,Rain-fed,Yes,46,10,71,17,0,0,22,6,32,0,0,0,3447,3011,2078,0,0,0,1378,1430,1546,0,0,0,204
F086,Joshua Nelson,Kericho Ward 8,"2.600037, 39.787864",2022-12-02,Organic,Rain-fed,Yes,30,30,3,25,25,12,1,0,13,4,0,0,393,489,519,597,634,863,468,325,598,0,0,0,143
F087,Joshua Branch,Kericho Ward 11,"1.918803, 40.318818",2021-03-05,Conventional,Irrigated,Yes,12,10,11,0,0,5,0,9,5,0,0,0,498,625,424,220,110,240,229,277,235,0,0,0,52
F088,George Howard II,Kericho Ward 1,"1.244471, 37.36625",2024-06-18,Conventional,Irrigated,Yes,2,38,3,4,3,0,9,1,8,2,10,17,449,454,517,27,21,21,281,295,338,481,606,586,97
F089,Michael Moore,Kericho Ward 3,"1.29458, 38.623919",2023-05-20,Conventional,Rain-fed,Yes,27,32,11,40,9,0,0,19,23,0,0,0,943,933,519,135,117,45,1103,814,822,0,0,0,161
F090,David Carpenter,Kericho Ward 5,"3.409037, 34.887959",2025-09-10,Organic,Irrigated,No,0,22,19,9,6,3,11,5,16,12,0,6,740,983,553,159,180,204,593,700,801,276,294,174,109
F091,Rebecca Dixon,Kericho Ward 10,"1.044519, 35.800684",2020-11-20,Conventional,Irrigated,Yes,0,26,7,3,28,10,8,22,0,0,0,0,585,611,476,586,446,684,286,176,308,0,0,0,104
F092,Mary Nguyen,Kericho Ward 6,"0.725628, 38.054918",2023-07-25,Organic,Rain-fed,No,23,26,0,21,13,1,0,12,0,0,0,0,208,156,130,189,193,112,156,144,144,0,0,0,96
F093,Francisco Gibson,Kericho Ward 8,"1.639402, 39.246606",2022-08-17,Conventional,Irrigated,Yes,17,21,0,10,1,20,16,7,0,0,0,0,210,315,147,535,785,592,84,56,98,0,0,0,92
F094,Sierra Cooper,Kericho Ward 8,"0.470734, 34.157484",2024-01-18,Organic,Rain-fed,Yes,34,75,10,10,0,0,0,26,51,0,0,0,1120,1565,880,0,0,0,1383,1357,2020,0,0,0,206
F095,Samantha May,Kericho Ward 1,"1.458195, 40.202948",2025-09-03,Organic,Irrigated,No,10,0,54,0,0,7,0,18,28,0,0,0,1944,1674,2106,161,266,336,966,768,898,0,0,0,117
F096,Loretta Wiley,Kericho Ward 7,"2.118468, 35.297315",2022-06-18,Organic,Irrigated,No,53,0,27,6,33,1,21,32,34,0,0,0,918,783,702,201,242,512,1432,1278,1588,0,0,0,207
F097,Douglas Roman,Kericho Ward 10,"-1.112973, 36.250471",2025-01-30,Conventional,Rain-fed,Yes,15,31,0,0,0,26,43,19,39,0,9,6,403,279,403,1196,1118,1248,1791,1359,1905,261,183,303,188
F098,Robert Johnston,Kericho Ward 6,"2.339472, 34.255808",2021-08-03,Organic,Rain-fed,Yes,16,0,0,55,51,2,33,9,49,28,0,0,0,0,0,413,623,570,1836,1204,2277,0,0,0,243
F099,Janet Diaz,Kericho Ward 1,"1.702577, 39.225055",2025-02-28,Organic,Irrigated,No,61,6,40,34,0,19,23,0,29,0,0,0,1980,1876,1328,437,646,589,841,841,957,0,0,0,212
F100,Chad Sweeney,Kericho Ward 3,"-1.733422, 41.080793",2020-11-16,Organic,Irrigated,No,37,13,15,7,18,20,5,6,0,11,5,0,760,527,700,1134,1160,1002,72,54,48,75,35,60,137
F101,Timothy Russell DVM,Kericho Ward 9,"4.414191, 39.611262",2023-12-07,Organic,Irrigated,Yes,19,8,86,26,0,19,40,38,3,0,0,0,2270,3708,3692,798,874,589,368,470,407,0,0,0,239
F102,Michael Molina,Kericho Ward 3,"0.158614, 37.939977",2024-11-10,Organic,Rain-fed,Yes,30,0,25,0,16,0,3,14,11,0,0,0,925,1100,575,96,160,176,385,613,537,0,0,0,99
F103,Randy Clark,Kericho Ward 4,"-2.889334, 38.447029",2022-09-20,Organic,Rain-fed,Yes,48,49,39,19,0,15,27,44,4,0,0,0,2137,1747,1455,615,585,540,604,548,428,0,0,0,245
F104,Jorge Lewis,Kericho Ward 4,"-3.632185, 34.010701",2022-01-12,Conventional,Rain-fed,Yes,71,64,0,36,17,21,0,1,7,0,0,0,768,832,320,644,690,968,201,320,245,0,0,0,217
F105,Kathy Sullivan,Kericho Ward 11,"-4.459107, 39.40529",2021-05-01,Conventional,Irrigated,Yes,0,78,34,0,7,31,0,31,0,9,0,7,1898,2408,1616,776,938,1196,372,403,341,182,266,343,197
F106,Ann Villa,Kericho Ward 9,"-0.421442, 35.682231",2025-03-24,Organic,Rain-fed,No,6,12,40,52,24,1,15,26,32,0,0,0,1724,1408,1828,337,290,409,1066,1354,1016,0,0,0,208
F107,Paul Bennett,Kericho Ward 10,"-2.326126, 39.781742",2021-11-19,Organic,Rain-fed,No,38,57,61,0,0,8,0,4,4,18,0,0,2347,2591,1806,216,288,368,168,184,176,0,0,0,190
F108,Taylor Robinson,Kericho Ward 1,"1.47432, 40.013276",2023-03-27,Organic,Irrigated,Yes,6,1,12,0,13,14,8,2,0,0,0,0,265,356,581,582,635,661,20,26,26,0,0,0,56
F109,Rachel Lee,Kericho Ward 10,"-0.26479, 41.877648",2024-04-10,Organic,Irrigated,Yes,24,57,53,15,0,0,21,0,37,9,0,4,2482,2853,1728,0,0,0,1591,1665,1591,180,200,144,220
F110,Catherine Mcknight,Kericho Ward 5,"-3.804965, 41.405728",2020-12-19,Conventional,Irrigated,Yes,55,9,88,24,0,18,26,9,0,0,0,0,4287,3425,3064,414,792,756,108,54,54,0,0,0,229
F111,Amanda Lopez,Kericho Ward 8,"2.876778, 41.55897",2023-06-19,Conventional,Irrigated,Yes,59,64,24,0,0,56,0,26,0,0,0,0,1016,1480,1016,1176,2184,1400,390,390,130,0,0,0,229
F112,Sarah Fleming,Kericho Ward 11,"-3.046469, 40.002617",2025-10-07,Conventional,Rain-fed,Yes,18,34,26,25,12,1,11,74,1,0,0,0,1508,1318,802,135,203,117,1133,853,637,0,0,0,202
F113,Sandy Robertson,Kericho Ward 3,"-3.670847, 34.343621",2024-11-08,Conventional,Rain-fed,Yes,7,21,5,11,9,42,11,7,17,0,0,0,473,352,382,2031,1872,1677,518,557,885,0,0,0,130
F114,James Blake,Kericho Ward 11,"4.420764, 39.096099",2022-08-04,Organic,Irrigated,No,0,37,56,21,0,0,30,14,0,0,0,0,3058,2498,3244,0,0,0,210,84,98,0,0,0,158
F115,Chelsea Green,Kericho Ward 8,"3.333244, 34.4292",2023-06-19,Organic,Irrigated,Yes,10,15,0,0,6,6,0,8,8,6,7,1,150,75,90,222,216,258,328,240,424,62,86,132,67
F116,Linda Parrish,Kericho Ward 2,"-4.160212, 36.653128",2023-05-14,Organic,Irrigated,No,16,56,29,0,22,0,34,14,0,0,24,5,1140,1463,1527,286,176,132,112,112,126,363,283,466,200
F117,Christopher Benson,Kericho Ward 9,"0.682343, 40.180622",2024-07-04,Organic,Rain-fed,Yes,8,8,14,6,0,0,0,12,11,0,2,2,782,518,580,0,0,0,708,556,541,104,56,80,63
F118,Fred Weber,Kericho Ward 1,"4.303677, 41.008256",2025-02-16,Conventional,Irrigated,No,49,57,60,11,19,0,31,11,0,0,0,0,1602,1659,2127,152,95,209,88,55,88,0,0,0,238
F119,Jared Gonzales,Kericho Ward 2,"-0.270373, 39.617792",2025-10-20,Organic,Irrigated,No,12,13,22,2,10,0,0,0,10,0,0,0,553,1005,980,120,120,80,250,330,370,0,0,0,69
F120,Stephanie Garcia,Kericho Ward 4,"2.491038, 34.82271",2021-05-08,Conventional,Irrigated,Yes,22,25,22,0,9,0,11,3,5,0,0,0,1162,1101,885,63,108,63,214,225,206,0,0,0,97
F121,Kathleen Dickerson,Kericho Ward 1,"2.507173, 35.790828",2023-12-21,Organic,Irrigated,Yes,19,3,26,8,4,4,6,9,2,0,5,0,929,1107,1032,172,136,160,140,106,153,25,50,50,86
F122,Emily Mckenzie,Kericho Ward 3,"2.369857, 35.44632",2024-11-24,Conventional,Irrigated,No,34,9,21,33,0,27,14,3,0,0,6,0,741,1068,828,1296,837,1053,30,33,18,36,90,84,147
F123,Sophia Michael DVM,Kericho Ward 6,"3.094246, 40.815263",2025-07-23,Organic,Irrigated,No,37,0,62,0,7,0,23,6,12,9,17,0,1240,2418,1240,84,49,63,528,684,336,153,187,204,173
F124,Jill Ortiz,Kericho Ward 5,"3.438582, 37.614916",2024-09-26,Organic,Irrigated,No,1,14,4,1,6,11,9,0,10,0,0,0,264,250,338,321,364,485,410,280,220,0,0,0,56
